time        x        y         z          u            v       w      Spin x     Spin y    Spin z
0.385     -1.000    6.356     3.682     -0.000    -120.980  -11.878   -0.000    -0.000    -0.000    
0.386     -1.000    6.235     3.670     -0.000    -120.954  -11.907   -0.000    -0.000    -0.000    
0.387     -1.000    6.114     3.658     -0.000    -120.927  -11.937   -0.000    -0.000    -0.000    
0.388     -1.000    5.993     3.646     -0.000    -120.901  -11.967   -0.000    -0.000    -0.000    
0.389     -1.000    5.872     3.634     -0.000    -120.875  -11.996   -0.000    -0.000    -0.000    
0.390     -1.000    5.751     3.622     -0.000    -120.848  -12.026   -0.000    -0.000    -0.000    
0.391     -1.000    5.630     3.610     -0.000    -120.822  -12.055   -0.000    -0.000    -0.000    
0.392     -1.000    5.510     3.598     -0.000    -120.796  -12.085   -0.000    -0.000    -0.000    
0.393     -1.000    5.389     3.586     -0.000    -120.769  -12.115   -0.000    -0.000    -0.000    
0.394     -1.000    5.268     3.573     -0.000    -120.743  -12.144   -0.000    -0.000    -0.000    
0.395     -1.000    5.147     3.561     -0.000    -120.717  -12.174   -0.000    -0.000    -0.000    
0.396     -1.000    5.027     3.549     -0.000    -120.691  -12.203   -0.000    -0.000    -0.000    
0.397     -1.000    4.906     3.537     -0.000    -120.664  -12.233   -0.000    -0.000    -0.000    
0.398     -1.000    4.785     3.525     -0.000    -120.638  -12.262   -0.000    -0.000    -0.000    
0.399     -1.000    4.665     3.512     -0.000    -120.612  -12.292   -0.000    -0.000    -0.000    
0.400     -1.000    4.544     3.500     -0.000    -120.586  -12.321   -0.000    -0.000    -0.000    
0.401     -1.000    4.423     3.488     -0.000    -120.559  -12.351   -0.000    -0.000    -0.000    
0.402     -1.000    4.303     3.475     -0.000    -120.533  -12.380   -0.000    -0.000    -0.000    
0.403     -1.000    4.182     3.463     -0.000    -120.507  -12.410   -0.000    -0.000    -0.000    
0.404     -1.000    4.062     3.451     -0.000    -120.481  -12.439   -0.000    -0.000    -0.000    
0.405     -1.000    3.941     3.438     -0.000    -120.455  -12.469   -0.000    -0.000    -0.000    
0.406     -1.000    3.821     3.426     -0.000    -120.429  -12.498   -0.000    -0.000    -0.000    
0.407     -1.000    3.701     3.413     -0.000    -120.402  -12.528   -0.000    -0.000    -0.000    
0.408     -1.000    3.580     3.401     -0.000    -120.376  -12.557   -0.000    -0.000    -0.000    
0.409     -1.000    3.460     3.388     -0.000    -120.350  -12.587   -0.000    -0.000    -0.000    
0.410     -1.000    3.340     3.375     -0.000    -120.324  -12.616   -0.000    -0.000    -0.000    
0.411     -1.000    3.219     3.363     -0.000    -120.298  -12.646   -0.000    -0.000    -0.000    
0.412     -1.000    3.099     3.350     -0.000    -120.272  -12.675   -0.000    -0.000    -0.000    
0.413     -1.000    2.979     3.337     -0.000    -120.246  -12.705   -0.000    -0.000    -0.000    
0.414     -1.000    2.858     3.325     -0.000    -120.220  -12.734   -0.000    -0.000    -0.000    
0.415     -1.000    2.738     3.312     -0.000    -120.194  -12.763   -0.000    -0.000    -0.000    
0.416     -1.000    2.618     3.299     -0.000    -120.167  -12.793   -0.000    -0.000    -0.000    
0.417     -1.000    2.498     3.286     -0.000    -120.141  -12.822   -0.000    -0.000    -0.000    
0.418     -1.000    2.378     3.274     -0.000    -120.115  -12.852   -0.000    -0.000    -0.000    
0.419     -1.000    2.258     3.261     -0.000    -120.089  -12.881   -0.000    -0.000    -0.000    
0.420     -1.000    2.138     3.248     -0.000    -120.063  -12.911   -0.000    -0.000    -0.000    
0.421     -1.000    2.018     3.235     -0.000    -120.037  -12.940   -0.000    -0.000    -0.000    
0.422     -1.000    1.898     3.222     -0.000    -120.011  -12.969   -0.000    -0.000    -0.000    
0.423     -1.000    1.778     3.209     -0.000    -119.985  -12.999   -0.000    -0.000    -0.000    
0.424     -1.000    1.658     3.196     -0.000    -119.959  -13.028   -0.000    -0.000    -0.000    
0.425     -1.000    1.538     3.183     -0.000    -119.933  -13.057   -0.000    -0.000    -0.000    
0.426     -1.000    1.418     3.170     -0.000    -119.907  -13.087   -0.000    -0.000    -0.000    
0.427     -1.000    1.298     3.157     -0.000    -119.882  -13.116   -0.000    -0.000    -0.000    
0.428     -1.000    1.178     3.144     -0.000    -119.856  -13.146   -0.000    -0.000    -0.000    
0.429     -1.000    1.058     3.130     -0.000    -119.830  -13.175   -0.000    -0.000    -0.000    
0.430     -1.000    0.938     3.117     -0.000    -119.804  -13.204   -0.000    -0.000    -0.000    
0.431     -1.000    0.818     3.104     -0.000    -119.778  -13.234   -0.000    -0.000    -0.000    
0.432     -1.000    0.699     3.091     -0.000    -119.752  -13.263   -0.000    -0.000    -0.000    
0.433     -1.000    0.579     3.077     -0.000    -119.726  -13.292   -0.000    -0.000    -0.000    
0.434     -1.000    0.459     3.064     -0.000    -119.700  -13.322   -0.000    -0.000    -0.000    
0.435     -1.000    0.340     3.051     -0.000    -119.674  -13.351   -0.000    -0.000    -0.000    
0.436     -1.000    0.220     3.037     -0.000    -119.649  -13.380   -0.000    -0.000    -0.000    
0.437     -1.000    0.100     3.024     -0.000    -119.623  -13.410   -0.000    -0.000    -0.000    
0.438     -1.000    -0.019    3.011     -0.000    -119.597  -13.439   -0.000    -0.000    -0.000    
